Date,BAM,COP,ETN,NEE,OKE,PXD
10/18/2011,11.36,52.76,42.32,13.71,31.63,79.19
10/19/2011,11.47,53.03,41.83,13.69,31.46,79.52
10/20/2011,11.6,53.57,41.45,13.77,31.66,80.09
10/21/2011,12,54.76,42.25,13.97,32.24,82.03
10/24/2011,12.16,54.98,44.23,13.96,32.72,84.67
10/25/2011,11.86,53.88,43.14,13.8,32.31,82.82
10/26/2011,12.01,54.8,43.74,14.01,32.62,83.96
10/27/2011,12.42,56.14,46.53,14.45,33.6,87.3
10/28/2011,12.45,54.69,46.97,14.26,33.57,88.49
10/31/2011,12.26,53.1,44.82,14.1,33.29,83.9
11/1/2011,11.81,51.78,44.28,13.84,32.29,80.97
11/2/2011,12.09,52.68,45.28,14.05,33.11,91.16
11/3/2011,12.18,53.74,46.35,14.4,33.71,94.15
11/4/2011,11.88,53.9,45.94,14.11,33.94,93.17
11/7/2011,12.04,54.57,45.26,14.01,33.93,92.03
11/8/2011,12.23,55.45,45.99,14.11,34.13,88.59
11/9/2011,11.83,53.53,43.95,13.72,33.01,86.3
11/10/2011,11.87,54.46,44.49,13.82,33.78,92.12
11/11/2011,12.21,54.99,45.64,13.96,34.45,93.37
11/14/2011,12.05,54.66,46.1,13.82,34.23,93.03
11/15/2011,12.06,54.88,46.44,13.91,34.83,93.24
11/16/2011,11.84,53.18,44.95,13.9,34.78,94.27
11/17/2011,11.46,53.03,43.85,13.85,34.81,91.07
11/18/2011,11.46,52.81,43.92,13.88,34.87,89.82
11/21/2011,11.26,52.49,43.1,13.68,34.41,88.58
11/22/2011,11.3,51.94,42.56,13.37,34.5,87.51
11/23/2011,10.94,51.02,40.87,13.1,33.88,84.07
11/25/2011,10.99,50.42,40.55,13.14,34.02,83.44
11/28/2011,11.14,51.28,42.33,13.39,34.91,87.91
11/29/2011,11.1,51.94,42.37,13.6,35.26,89.38
11/30/2011,11.73,54.37,44.91,13.86,36.4,94.54
12/1/2011,11.64,54.7,44.59,13.9,36.41,93.74
12/2/2011,11.59,55.31,44.83,13.94,36.38,92.85
12/5/2011,11.81,55.51,46.01,14.13,36.72,93.38
12/6/2011,11.71,55.3,46.11,14.2,36.39,94.4
12/7/2011,11.9,55.2,45.59,14.27,36.31,92.32
12/8/2011,11.61,54.14,43.93,14.16,35.47,88.45
12/9/2011,11.73,54.85,44.35,14.37,36.55,91.16
12/12/2011,11.44,53.73,43.41,14.25,36.04,88.21
12/13/2011,11.19,53.25,43.13,14.35,36.06,87.03
12/14/2011,11.07,52.23,41.84,14.29,35.5,82.84
12/15/2011,11.15,52.06,41.98,14.48,36.1,82.81
12/16/2011,11.16,52.14,42.19,14.47,35.92,83.78
12/19/2011,11.12,51.72,41.76,14.39,36.13,81.38
12/20/2011,11.32,53.19,43.63,14.69,37.01,86.15
12/21/2011,11.33,53.84,43.7,14.92,37.46,87.48
12/22/2011,11.57,54.69,43.38,14.93,37.46,89.29
12/23/2011,11.59,55.21,44.36,15.06,37.86,88.51
12/27/2011,11.57,55.6,44.46,15.19,37.95,90.02
12/28/2011,11.4,54.75,43.3,15.17,37.6,87.83
12/29/2011,11.6,55.55,43.91,15.27,37.95,88.97
12/30/2011,11.62,55.55,43.53,15.22,37.95,89.48
1/3/2012,11.8,56.54,45.49,14.74,38.27,92.63
1/4/2012,11.76,56.27,45.48,14.7,38.24,93.56
1/5/2012,11.87,55.82,45.66,14.89,38.27,95.5
1/6/2012,11.69,55.39,45.29,14.73,38.17,94.01
1/9/2012,11.73,55.6,45.54,14.75,37.98,95.01
1/10/2012,11.96,55.86,47.74,14.81,38.59,97.66
1/11/2012,12.03,54.89,48.27,14.8,38.68,94.35
1/12/2012,12.15,53.94,49.17,14.85,38.37,96.56
1/13/2012,12.09,53.62,48.71,14.78,38.87,97.63
1/17/2012,12.42,53.97,48.94,14.79,38.53,99.15
1/18/2012,12.82,54.51,49.43,14.88,38.84,99.6
1/19/2012,12.96,54.33,50.03,14.7,38.73,100.89
1/20/2012,12.92,54.28,48.38,14.83,38.49,97.71
1/23/2012,13.04,53.79,48.08,14.84,38.49,100.09
1/24/2012,13,53.83,48.81,14.8,38.19,98.23
1/25/2012,13,53.35,49.54,15.01,38.37,101.49
1/26/2012,12.93,53,48.93,14.92,38.53,98.71
1/27/2012,12.86,52.91,49.57,14.98,37.25,97.42
1/30/2012,12.77,52.39,49.66,14.98,36.61,97.64
1/31/2012,12.88,52,49.03,14.96,36.4,99.3
2/1/2012,13.13,52.84,49.82,14.99,35.78,98.91
2/2/2012,13.23,53.29,49.33,15.03,35.41,102.66
2/3/2012,13.38,53.71,50.93,15.05,35.76,104.39
2/6/2012,13.36,54.37,51.09,14.99,35.78,105.74
2/7/2012,13.43,54.83,51.29,15.05,36.14,108.35
2/8/2012,13.34,55.08,51.65,15.09,35.87,109.84
2/9/2012,13.3,54.54,51.8,15.07,35.77,110.17
2/10/2012,13.1,55.08,51.44,15.09,35.46,109.17
2/13/2012,13.23,55.5,52.05,15.01,35.7,111.85
2/14/2012,13.16,56.11,51.74,15.1,35.57,110.79
2/15/2012,13.14,55.99,50.87,14.99,35.22,113.46
2/16/2012,13.33,55.48,51.01,15.11,36.06,114.88
2/17/2012,13.42,55.92,50.82,15.06,35.93,113.67
2/21/2012,13.47,56.28,51.94,15.1,36.45,113.76
2/22/2012,13.21,56.51,52.16,15.05,36.48,113.7
2/23/2012,13.16,57.03,51.87,15.05,36.84,114.7
2/24/2012,13.32,57.9,51.75,15.19,36.71,116.24
2/27/2012,13.38,58.26,52.18,15.21,36.48,113.9
2/28/2012,13.3,58.9,52.51,15.12,35.93,111.91
2/29/2012,13.22,58.36,52.19,14.88,36.17,109.64
3/1/2012,13.38,59.63,52.21,14.95,36.16,111.9
3/2/2012,13.28,59.19,51.27,14.95,36.24,108.4
3/5/2012,13.43,59.13,50.72,14.96,36.38,106.16
3/6/2012,13.04,58.28,48.7,14.88,36.13,103.27
3/7/2012,13.08,58.71,48.75,14.94,36.03,105.34
3/8/2012,13.16,58.87,49.28,14.94,36.16,107.7
3/9/2012,13.22,58.82,49.01,15,36.45,108.55
3/12/2012,13.29,58.93,48.62,15.19,36.98,106.96
3/13/2012,13.66,59.28,50.23,15.23,37.21,107.93
3/14/2012,13.5,59.09,50.37,15.02,36.73,106.4
3/15/2012,13.58,58.42,50.65,15.06,36.58,106.55
3/16/2012,13.62,58.84,51.02,15.04,36.27,110.01
3/19/2012,13.58,59.51,50.86,15.01,36.35,111.31
3/20/2012,13.45,59.13,49.95,15.05,36.26,106.35
3/21/2012,13.49,58.92,49.93,15.08,36.02,103.79
3/22/2012,13.3,57.85,48.67,15.07,35.68,100.69
3/23/2012,13.34,58.33,49.3,15.1,35.97,101.75
3/26/2012,13.53,58.97,50.26,15.23,36.16,105
3/27/2012,13.49,58.58,50.12,15.24,36.06,106.65
3/28/2012,13.46,57.92,49.31,15.11,35.82,105.36
3/29/2012,13.4,57.78,49.15,15.15,35.85,105.2
3/30/2012,13.35,57.94,49.83,15.27,35.74,111.59
4/2/2012,13.63,58.6,50.09,15.46,35.72,112.1
4/3/2012,13.52,58.17,49.39,15.49,35.85,111.93
4/4/2012,13.33,58.07,48.49,15.61,35.43,109.63
4/5/2012,13.22,57.45,48,15.72,35.5,109.6
4/9/2012,13.04,57.21,47.32,15.66,35.32,107.48
4/10/2012,12.75,56.18,46.45,15.56,34.74,105.12
4/11/2012,12.9,56.07,46.16,15.6,35.25,103.64
4/12/2012,13.11,56.82,47.72,15.63,35.22,107.83
4/13/2012,13.06,56.13,46.87,15.52,35.11,106.69
4/16/2012,13.15,56.28,46.71,15.68,35.02,104.6
4/17/2012,13.28,56.61,47.6,15.76,35.5,107.69
4/18/2012,13.52,55.87,47.46,15.7,35.43,105.72
4/19/2012,13.65,55.57,46.93,15.68,35.43,105.89
4/20/2012,13.74,55.56,47.44,15.87,36.26,104.98
4/23/2012,13.51,55.14,47.4,15.84,35.97,105.49
4/24/2012,13.66,54.8,48.46,15.98,36.2,106.71
4/25/2012,13.65,54.14,48.78,16.1,36.93,113.61
4/26/2012,13.87,55.03,48.97,16.11,37.19,115.64
4/27/2012,13.94,54.87,49.07,16.14,37.42,115.64
4/30/2012,13.95,54.61,48.18,16.09,37.6,115.82
5/1/2012,14.13,56.51,47.95,15.95,37.99,116.16
5/2/2012,14.02,54.59,47.63,15.95,37.91,112.64
5/3/2012,13.89,54.26,46.51,15.9,37.9,110.86
5/4/2012,13.8,53.17,45.37,15.89,37.92,106.93
5/7/2012,13.81,53.35,45.6,16.04,37.79,105.47
5/8/2012,13.72,54.31,45.51,16.05,37.56,103.88
5/9/2012,13.66,53.47,45.07,16.04,37.32,102.19
5/10/2012,13.68,54.22,44.91,16.27,37.96,104.23
5/11/2012,13.8,53.5,44.71,16.29,37.84,101.95
5/14/2012,13.65,52.93,44.22,16.43,37.04,98.76
5/15/2012,13.43,52.53,44.09,16.41,36.93,97.95
5/16/2012,13.24,52.32,43.67,16.39,36.88,97.66
5/17/2012,12.91,51.19,42.47,16.26,35.97,96.72
5/18/2012,12.72,50.82,42.4,16.25,35.71,95.36
5/21/2012,12.99,51.77,42.09,16.3,36.57,99.84
5/22/2012,13.15,51.67,42.67,16.4,36.85,100.68
5/23/2012,13.15,51.67,42.67,16.4,36.25,99.3
5/24/2012,13.36,52.14,43.5,16.26,36.62,98.03
5/25/2012,13.43,52.11,43.3,16.33,36.59,99.21
5/29/2012,13.7,53.27,43.77,16.41,37.07,102.71
5/30/2012,13.35,52.04,43.34,16.29,36.42,98.35
5/31/2012,13.5,52.16,42.66,16.34,36.33,96.7
6/1/2012,13.05,51.19,40.24,16.15,34.93,88.3
6/4/2012,12.8,51.3,39.21,16.18,34.57,86.82
6/5/2012,12.99,51.87,40.09,16.29,35.16,89.52
6/6/2012,13.46,53.58,41.34,16.42,36.17,94.53
6/7/2012,13.62,53.81,41.15,16.56,36.17,95.27
6/8/2012,13.56,53.97,41.24,16.74,36.14,94.29
6/11/2012,13.26,53.88,40.09,16.67,36.06,90.29
6/12/2012,13.43,54.71,40.66,16.73,36.81,92.76
6/13/2012,13.44,54.1,39.28,16.75,36.8,88.95
6/14/2012,13.46,54.68,39.48,16.88,37.08,88.17
6/15/2012,13.44,55.46,39.84,16.94,37.57,89.85
6/18/2012,13.56,55.07,39.46,17.05,38.02,87.05
6/19/2012,13.83,55.64,39.9,16.96,38.5,90.32
6/20/2012,13.9,54.44,39.23,16.8,38.11,86
6/21/2012,13.42,52.76,37.78,16.65,37.04,80.84
6/22/2012,13.44,53.41,38.26,16.66,37.29,83.13
6/25/2012,13.27,52.96,37.09,16.73,36.38,78.78
6/26/2012,13.54,53.64,37.41,16.76,36.1,80.69
6/27/2012,13.53,54.45,37.57,16.94,36.35,82.24
6/28/2012,13.56,54.53,37.48,16.98,36.38,83.31
6/29/2012,14,55.88,39.63,17.2,37.04,88.21
7/2/2012,14.11,55.73,39.21,17.21,37.41,86.72
7/3/2012,14.47,56.41,40.49,17.14,37.64,91.05
7/5/2012,14.11,55.28,40.26,17.1,37.57,88.04
7/6/2012,14.03,54.75,39.5,17.08,37.45,86.16
7/9/2012,14.09,54.33,39.19,16.97,37.29,85.98
7/10/2012,13.99,53.48,37.75,17.13,37,82.8
7/11/2012,14.03,54.36,37.04,17.09,37.06,85.08
7/12/2012,14.06,53.98,37.11,17.11,37.58,83.88
7/13/2012,14.17,54.98,38.09,17.33,37.9,85.05
7/16/2012,14.17,55.46,37.89,17.38,38,84.87
7/17/2012,14.2,56.28,38.37,17.36,38.39,88.36
7/18/2012,14.2,56.77,39.12,17.63,38.52,89.9
7/19/2012,14.3,56.37,39.53,17.58,38.61,93.49
7/20/2012,14.24,55.99,39.06,17.62,38.57,92.75
7/23/2012,13.96,55.05,40.57,17.49,38.48,88.71
7/24/2012,13.77,54.64,41,17.31,37.96,86.96
7/25/2012,13.82,53.24,42.06,17.2,37.75,87.79
7/26/2012,14.07,54.4,43.16,17.68,38.17,89.52
7/27/2012,14.37,54.97,44.05,17.77,39.68,92.36
7/30/2012,14.3,54.86,43.93,17.86,39.7,90.38
7/31/2012,14.3,54.44,43.84,17.73,38.97,88.63
8/1/2012,14.4,55.22,43.84,17.65,39.12,93.86
8/2/2012,14.17,54.65,43.13,17.55,38.56,92
8/3/2012,14.41,55.71,44.23,17.72,39.15,97.43
8/6/2012,14.35,55.89,44.32,17.6,39.39,96.87
8/7/2012,14.62,56.45,44.65,17.46,39.25,98.57
8/8/2012,14.78,57.17,45.35,17.45,39.08,99.43
8/9/2012,14.6,57.09,45.5,17.31,39.09,99.87
8/10/2012,14.71,57.28,46.15,17.45,39.18,98.29
8/13/2012,14.7,57.31,45.94,17.32,38.91,97.26
8/14/2012,14.76,57.35,45.75,17.4,38.84,97.18
8/15/2012,14.78,57.24,45.72,17.31,38.84,98.75
8/16/2012,14.92,57.55,46.05,17.4,38.98,100.07
8/17/2012,14.91,57.39,46.36,17.4,38.78,100.43
8/20/2012,14.92,57.03,46.06,17.26,38.87,98.31
8/21/2012,14.89,56.63,45.68,17.14,38.96,96.82
8/22/2012,14.99,56.68,45.9,17.05,38.95,97.38
8/23/2012,14.89,56.16,45.77,16.85,38.81,96.13
8/24/2012,14.97,56.36,46.44,16.96,39.04,98.65
8/27/2012,14.84,56.38,46.17,17.08,39.11,98.06
8/28/2012,14.83,56.46,45.64,17.1,38.93,98.37
8/29/2012,14.75,56.35,45.31,16.94,39.18,98.54
8/30/2012,14.67,56.11,44.5,16.85,38.96,96.14
8/31/2012,14.6,56.79,44.72,16.83,38.98,97.36
9/4/2012,14.56,56.21,44.22,16.8,39.4,97.26
9/5/2012,14.47,54.87,43.98,16.79,39.29,96.02
9/6/2012,14.8,55.79,46.1,16.85,39.9,99.31
9/7/2012,14.85,56.64,47.43,16.91,40.05,103.17
9/10/2012,14.8,56.18,47.12,16.99,40.18,103.2
9/11/2012,14.81,56.37,47.62,16.93,40.4,105.57
9/12/2012,15.02,56.54,47.66,16.78,40.54,106.57
9/13/2012,15.32,57.65,47.82,17.18,41.11,109.28
9/14/2012,15.13,58.21,47.23,16.95,41.23,113.16
9/17/2012,14.93,58.3,47.26,16.89,41.13,112.02
9/18/2012,14.97,57.82,47.65,16.85,40.94,108.72
9/19/2012,14.86,57.31,48.52,16.88,41.07,107.14
9/20/2012,14.84,57.59,47.97,17.01,41.13,106.52
9/21/2012,14.83,57.36,48.13,17.16,41.24,106.23
9/24/2012,14.77,57.96,47.73,17.37,41.86,104.08
9/25/2012,14.61,57.41,46.23,17.4,41.24,103.01
9/26/2012,14.65,57.01,46.28,17.49,41.85,101.58
9/27/2012,14.83,57.39,47.1,17.54,42.05,104.66
9/28/2012,14.59,57.18,47.27,17.58,42.29,104.4
10/1/2012,14.53,57.41,47.14,17.54,42.09,103.9
10/2/2012,14.36,57.37,46.64,17.64,42.11,104.67
10/3/2012,14.25,56.77,46.64,17.68,42.75,102.93
10/4/2012,14.31,57.4,46.66,17.77,42.99,104
10/5/2012,14.31,57.58,47.28,17.71,43.24,102.94
10/8/2012,14.25,57.62,46.81,17.67,42.96,102.59
10/9/2012,14.23,57.8,46.29,17.58,42.62,105.33
10/10/2012,14.01,57.24,44.86,17.47,42.07,102.56
10/11/2012,14.21,56.63,44.65,17.46,41.98,104.11
10/12/2012,14.22,56.17,44.97,17.34,41.85,102.15
10/15/2012,14.33,56.79,45.2,17.42,41.88,105.47
10/16/2012,14.58,57.62,46,17.62,42.27,108.36
10/17/2012,14.61,58.12,46.74,17.95,42.8,108.18
10/18/2012,14.66,58.27,46.51,18.01,42.38,107.78
10/19/2012,14.58,57.45,45.81,17.93,41.69,105.3
10/22/2012,14.64,57.04,46.1,17.92,41.28,104.84
10/23/2012,14.48,56.06,45.55,17.69,40.97,102.55
10/24/2012,14.48,55.95,44.99,17.38,41.31,101.65
10/25/2012,14.41,57.16,45.42,17.43,41.37,104.27
10/26/2012,14.37,57.31,45.12,17.38,41.27,103.63
10/31/2012,14.56,57.85,47.22,17.52,41.41,105.65
11/1/2012,14.78,58.42,49.59,17.47,40.95,109.34
11/2/2012,14.83,57.65,49.2,17.43,40,105.96
11/5/2012,14.74,57.53,50.49,17.4,39.7,107.77
11/6/2012,14.74,58.22,50.42,17.29,40.1,109.1
11/7/2012,14.55,56.77,49.55,17.01,39.61,105.56
11/8/2012,14.35,55.86,48.88,16.9,39.07,102.35
11/9/2012,14.31,55.67,49.05,16.85,39.33,103.9
11/12/2012,14.45,55.64,49.55,16.7,38.68,102.74
11/13/2012,14.38,55.35,49.47,16.77,38.98,103.63
11/14/2012,14.04,54.77,48.45,16.67,39.05,101.79
11/15/2012,13.9,54.59,48.26,16.62,39.09,102.82
11/16/2012,13.92,55.03,48.94,16.84,39.97,102.78
11/19/2012,14.12,55.73,50.25,16.93,40.18,105.15
11/20/2012,14.31,55.63,50.72,16.93,40.31,105.52
11/21/2012,14.49,56.05,50.73,16.81,40.27,106.22
11/23/2012,14.53,56.67,51.58,16.8,40.25,107.99
11/26/2012,14.52,56.8,51.17,16.99,40.21,106.35
11/27/2012,14.45,56.18,51.05,16.95,39.9,104.83
11/28/2012,14.55,57.06,52.03,16.85,39.29,104.74
11/29/2012,14.58,56.98,51.99,17.03,38.84,106.64
11/30/2012,14.69,56.94,52.16,17.18,39.28,107
12/3/2012,14.69,57.17,51.15,17.07,39.08,104.83
12/4/2012,14.65,56.84,51.28,16.98,39,102.39
12/5/2012,14.77,57.18,51.18,17.3,38.88,104.85
12/6/2012,14.86,57.35,51.4,17.29,38.23,103.25
12/7/2012,14.9,57.94,52.47,17.34,37.64,102.95
12/10/2012,15.1,57.88,52.34,17.29,37.6,101.7
12/11/2012,15.08,58.12,52.45,17.33,38.25,104.23
12/12/2012,15.12,58.2,52.04,17.31,38.16,105.6
12/13/2012,14.97,57.88,51.68,17.51,37.79,103.18
12/14/2012,15.05,57.69,52.57,17.37,37.56,102.95
12/17/2012,15.21,58.28,52.45,17.63,38.27,104.52
12/18/2012,15.32,59.3,53.88,17.72,38.1,107.75
12/19/2012,15.46,59.2,54.12,17.64,38.04,107.22
12/20/2012,15.71,59.28,54.66,17.65,38.39,108.79
12/21/2012,15.48,58.61,53.84,17.49,38,108.52
12/24/2012,15.5,58.44,53.47,17.48,37.85,107.63
12/26/2012,15.34,57.95,53.84,17.28,37.12,106.3
12/27/2012,15.35,57.9,53.63,17.3,36.91,104.95
12/28/2012,15.3,57.07,53.09,17.06,36.83,102.41
12/31/2012,15.5,57.99,54.18,17.3,37.43,106.59
1/2/2013,15.7,59.21,56.45,17.63,38.62,109.75
1/3/2013,15.65,59.17,56.37,17.63,38.52,111.32
1/4/2013,15.86,59.83,56.75,17.72,38.84,113.17
1/7/2013,15.9,59.17,55.75,17.64,38.79,112.13
1/8/2013,15.89,58.37,55.02,17.83,39.07,112.41
1/9/2013,16,58.25,55.77,17.7,38.81,111.2
1/10/2013,15.98,58.5,55.93,17.87,39.26,112.56
1/11/2013,15.87,58.27,55.75,17.95,39.32,111.85
1/14/2013,15.95,58.47,55.33,17.92,39.47,111.74
1/15/2013,15.79,59.03,55.59,17.97,39.72,110.86
1/16/2013,15.56,58.88,55.1,17.83,39.74,113
1/17/2013,15.69,59.14,56.42,17.77,40.6,114.14
1/18/2013,15.64,59.27,56.67,17.89,41.09,113.73
1/22/2013,15.69,59.98,56.98,18,41.27,114.41
1/23/2013,15.65,59.55,56.56,17.95,41.42,112
1/24/2013,15.72,60.41,57.31,18.02,41.45,113.87
1/25/2013,15.85,61.06,57.52,18.13,41.51,115.61
1/28/2013,15.94,60.75,57.25,18.1,41.47,114.99
1/29/2013,15.76,61.66,57.54,18.15,41.54,117.37
1/30/2013,15.69,61.09,56.95,18,41.09,116.21
1/31/2013,15.62,58,56.95,18.01,41.16,117.54
2/1/2013,15.6,58.82,57.52,18.07,41.43,119.92
2/4/2013,15.71,58.03,56.58,18,41.21,119.67
2/5/2013,15.76,57.72,59.37,18.04,41.38,121.62
2/6/2013,16.06,57.59,59.65,18,41.69,125.11
2/7/2013,16.04,57.63,58.88,18.06,41.86,124.54
2/8/2013,16.36,57.87,58.92,18.02,41.86,128.97
2/11/2013,16.32,57.59,59.67,18.05,41.85,128.55
2/12/2013,16.34,58.25,60.21,18.12,42.17,128.5
2/13/2013,16.37,58.61,61.04,18.14,41.98,126.76
2/14/2013,16.24,57.92,61.24,18.05,41.68,130.05
2/15/2013,15.67,57.02,60.87,18.13,41.8,130.56
2/19/2013,16.27,58.6,61.49,18.23,41.98,132.45
2/20/2013,16.19,57.67,60.74,18.24,41.46,127.84
2/21/2013,16.04,58.11,59.45,18.13,41.02,125.52
2/22/2013,15.98,58.2,59.75,18.19,41.51,127
2/25/2013,15.58,56.89,59.27,18.05,40.45,121.09
2/26/2013,15.74,57.75,59.56,18.07,38.82,124.28
2/27/2013,15.87,58.04,61.69,17.99,39.52,126.1
2/28/2013,15.98,57.95,61.97,17.97,39.39,125.81
3/1/2013,16.25,58.28,62.66,18.09,39.07,123.69
3/4/2013,16.29,57.62,62.12,18.4,39.58,123
3/5/2013,16.36,57.66,62.15,18.47,39.68,125.23
3/6/2013,16.3,58,62.62,18.54,39.71,125.11
3/7/2013,16.33,57.86,62.02,18.49,39.65,127.65
3/8/2013,16.3,58.39,63.35,18.54,39.61,127.64
3/11/2013,15.92,58.44,63.39,18.55,39.53,127.67
3/12/2013,15.59,58.73,62.84,18.27,39.57,127.11
3/13/2013,15.54,58.78,63.42,18.44,39.54,126.29
3/14/2013,15.78,59.52,63.17,18.5,39.6,127.62
3/15/2013,15.73,59.07,62.57,18.62,39.37,129.31
3/18/2013,15.53,59.15,61.83,18.53,39.16,126.99
3/19/2013,15.52,59.31,61.39,18.78,39.28,124.02
3/20/2013,15.57,60.44,62.68,18.93,40.27,124.46
3/21/2013,15.12,60.94,62.62,18.9,40.3,121.83
3/22/2013,15.01,60.91,63.27,19.04,40.46,122.73
3/25/2013,14.97,60.21,61.98,19.05,40.74,122.12
3/26/2013,15.07,60.44,61.16,19.29,40.71,126.07
3/27/2013,15.17,60.38,60.74,19.22,40.57,126.25
3/28/2013,15.43,60.1,61.25,19.42,41.73,124.25
4/1/2013,15.39,60.48,61.18,19.37,42.42,122.91
4/2/2013,15.55,60.04,60.93,19.54,42.44,123.48
4/3/2013,15.38,59.28,59.25,19.58,41.71,120.93
4/4/2013,15.49,58.88,59.53,19.81,42.01,117.82
4/5/2013,15.49,58.54,59.32,19.89,41.79,118.59
4/8/2013,15.73,59.31,60.33,19.99,42.57,121.38
4/9/2013,15.76,59.78,60.47,19.8,42.64,123.2
4/10/2013,16.01,60.25,61.12,19.97,42.77,122.9
4/11/2013,16.15,60.16,61.69,19.96,42.55,123.52
4/12/2013,16.05,59.36,60.3,19.87,43.25,118.61
4/15/2013,15.72,57.24,57.22,19.74,42.49,110.17
4/16/2013,16.13,57.44,59.05,19.93,43.77,113.61
4/17/2013,15.81,56.81,57.35,19.76,43.2,111.59
4/18/2013,15.81,57.32,55.8,19.71,43.7,112.35
4/19/2013,16.09,57.49,56.96,20.02,44.95,110.59
4/22/2013,15.99,57.39,56.89,19.98,45.64,112.71
4/23/2013,16.1,57.78,58.16,20.03,45.37,113.78
4/24/2013,16.38,58.26,58.62,20.14,45.08,115.72
4/25/2013,16.4,58.37,58.69,20.11,45.05,117.49
4/26/2013,16.38,58.91,58.65,20.14,44.49,118.12
4/29/2013,16.69,59.9,60.28,20.32,44.81,121.01
4/30/2013,16.86,60.45,61.41,20.51,44.96,122.23
5/1/2013,16.78,60.01,59.27,20.33,41.91,118.97
5/2/2013,16.86,60.96,59.45,20.43,41.24,126.31
5/3/2013,16.84,61.92,61.65,20.44,41.23,129.64
5/6/2013,16.95,62.22,62.07,20.15,41.31,133.54
5/7/2013,16.93,62.84,63.46,20.43,41.91,137.79
5/8/2013,17.09,62.59,64.56,20.24,42.07,138.07
5/9/2013,16.69,62.58,64.74,19.96,41.99,136.97
5/10/2013,16.66,62.23,64.93,20,41.95,137.13
5/13/2013,16.63,62,64.23,19.91,41.82,137.72
5/14/2013,16.76,63.06,65.09,20.05,42.55,139.95
5/15/2013,16.73,62.42,65.68,20.29,42.93,138.83
5/16/2013,16.66,62.43,65.7,20.11,42.46,138.58
5/17/2013,16.65,63.31,66.86,20.27,43.12,142.25
5/20/2013,16.57,64.03,68.07,20.06,43.26,140.15
5/21/2013,16.59,64.31,68.69,20.12,43.2,138.97
5/22/2013,16.33,62.74,68.88,19.79,42.19,143.53
5/23/2013,15.99,62.79,68.24,19.56,41.64,144.02
5/24/2013,15.96,62.53,68.23,19.33,41.28,141.2
5/28/2013,16.04,62.84,68.67,19.26,41.27,145.24
5/29/2013,15.81,62.78,67.24,18.93,40.14,144.65
5/30/2013,15.64,62.28,67.77,18.93,39.91,144.47
5/31/2013,15.36,61.34,66.06,18.91,39.52,138.68
6/3/2013,15.46,62.09,66.22,19.07,39.61,140.83
6/4/2013,15.26,61.68,65.59,19.12,38.64,140
6/5/2013,15.15,61.62,64.08,19,37.83,138
6/6/2013,15.45,61.91,64.4,19.35,38.58,142.02
6/7/2013,15.55,62.32,65.62,19.7,39.15,144.29
6/10/2013,15.58,62.2,65.64,19.67,38.43,145.56
6/11/2013,15.4,61.91,64.56,19.72,38.37,143.13
6/12/2013,15.2,60.88,63.52,19.44,37.92,142.88
6/13/2013,15.54,61.65,64.83,19.78,39.07,146.95
6/14/2013,15.45,61.03,64.58,19.93,38.82,146.62
6/17/2013,15.82,61.94,64.74,20.17,38.84,152.32
6/18/2013,15.9,62.1,65.84,20.4,39.02,154.65
6/19/2013,15.55,61.71,64.7,20.05,37.57,153.06
6/20/2013,15.12,60.28,63.57,19.33,36.03,146.29
6/21/2013,14.99,60.36,63.96,19.58,36.31,144.61
6/24/2013,15,59.35,62.19,19.6,36.08,145.24
6/25/2013,15.33,59.83,63.15,19.75,36.24,148.01
6/26/2013,15.61,60.33,63.94,19.96,36.24,147.17
6/27/2013,15.69,60.34,65.22,20.11,36.58,146.71
6/28/2013,15.73,60.5,65.81,20.37,36.17,144.75
7/1/2013,15.72,61.23,66.48,20.06,35.86,148.73
7/2/2013,15.74,61.79,66.04,20.09,35.39,149.9
7/3/2013,15.59,61.84,66.22,20.03,35.18,148.75
7/5/2013,15.48,62.31,67.72,19.98,35.02,152.55
7/8/2013,15.6,63.04,67.96,20.17,36.26,150.6
7/9/2013,15.94,63.5,68.11,20.34,37.32,153.49
7/10/2013,15.87,63.53,67.39,20.41,37.51,152.08
7/11/2013,16.23,64.32,68.21,20.81,37.61,153.45
7/12/2013,16.12,64.84,68.34,21,37.79,153.43
7/15/2013,16.21,65.26,68.19,21.36,38.46,152.51
7/16/2013,16.13,64.95,66.5,21.24,38.2,152.59
7/17/2013,16.28,65.56,66.92,21.2,38.04,153.41
7/18/2013,16.42,65.3,67.64,21.36,38.02,156.23
7/19/2013,16.52,66,68.28,21.24,38.13,157.84
7/22/2013,16.42,65.83,68.12,21.22,38.27,155.86
7/23/2013,16.52,66.12,68.95,21.2,38.3,155.1
7/24/2013,16.53,65.59,68.08,20.94,37.5,153
7/25/2013,16.5,65.71,68.02,21.02,47.07,154.76
7/26/2013,16.44,65.72,68.03,20.99,45.66,154.78
7/29/2013,16.59,65.18,67.62,21.2,45.59,154.89
7/30/2013,16.49,64.83,68.3,21.62,45.37,153.33
7/31/2013,16.15,64.86,68.95,21.65,46.36,154.76
8/1/2013,16.05,66.09,69.93,22.07,46.42,174.15
8/2/2013,16.31,67.23,66.06,21.99,46.02,181.21
8/5/2013,16.27,67.19,66.33,21.77,45.78,180.08
8/6/2013,16.28,67.09,65.5,21.71,46.08,176.67
8/7/2013,16.03,66.52,64.55,21.69,46.16,175.67
